customer_id,signup_date,city_tier,acq_channel,gender,age,last_order_date,days_since_last_order,churn_label,reference_date
53,2025-04-18,Tier-1,Referral,M,22,NaT,9999.0,1,2025-08-14
54,2024-07-30,Tier-2,Ads,M,25,2024-12-02,255.0,1,2025-08-14
55,2025-08-10,Tier-3,Referral,F,26,2025-08-13,1.0,0,2025-08-14
56,2025-04-10,Tier-1,Social,M,31,NaT,9999.0,1,2025-08-14
57,2024-06-14,Tier-1,Ads,M,21,2024-12-25,232.0,1,2025-08-14
58,2025-04-24,Tier-2,Referral,F,24,2025-06-30,45.0,0,2025-08-14
59,2025-01-17,Tier-2,Referral,F,37,2025-08-03,11.0,0,2025-08-14
60,2024-03-01,Tier-1,Social,F,24,2024-09-26,322.0,1,2025-08-14
61,2024-10-05,Tier-1,Ads,M,32,2025-05-05,101.0,1,2025-08-14
62,2025-08-10,Tier-2,Referral,M,28,2025-08-12,2.0,0,2025-08-14
63,2024-07-27,Tier-2,Organic,M,27,2025-07-07,38.0,0,2025-08-14
64,2024-02-06,Tier-3,Organic,F,32,2025-04-26,110.0,1,2025-08-14
65,2024-05-13,Tier-2,Organic,M,18,2025-03-09,158.0,1,2025-08-14
66,2025-02-15,Tier-2,Organic,F,30,2025-06-18,57.0,0,2025-08-14
67,2024-05-27,Tier-1,Organic,F,31,NaT,9999.0,1,2025-08-14
68,2025-01-31,Tier-3,Organic,F,33,2025-05-09,97.0,1,2025-08-14
69,2024-09-08,Tier-2,Social,F,25,2024-12-10,247.0,1,2025-08-14
70,2025-05-17,Tier-1,Organic,F,28,2025-07-10,35.0,0,2025-08-14
71,2025-05-21,Tier-2,Ads,F,18,2025-06-12,63.0,1,2025-08-14
72,2025-08-13,Tier-1,Referral,M,23,2025-08-14,0.0,0,2025-08-14
73,2024-08-31,Tier-2,Organic,M,29,2025-02-27,168.0,1,2025-08-14
74,2025-01-01,Tier-2,Organic,M,37,2025-07-31,14.0,0,2025-08-14
75,2025-03-25,Tier-2,Organic,F,39,2025-06-13,62.0,1,2025-08-14
76,2024-04-29,Tier-3,Organic,F,25,2025-04-27,109.0,1,2025-08-14
77,2024-11-04,Tier-3,Social,F,33,2025-06-14,61.0,1,2025-08-14
78,2024-07-30,Tier-3,Referral,M,27,2025-07-11,34.0,0,2025-08-14
79,2024-10-10,Tier-3,Referral,M,18,2025-07-23,22.0,0,2025-08-14
80,2024-09-10,Tier-1,Referral,M,31,NaT,9999.0,1,2025-08-14
81,2025-06-13,Tier-2,Organic,F,39,2025-08-08,6.0,0,2025-08-14
82,2024-09-19,Tier-1,Referral,F,25,NaT,9999.0,1,2025-08-14
83,2024-10-03,Tier-1,Ads,M,22,2025-06-24,51.0,0,2025-08-14
84,2024-02-10,Tier-2,Social,M,28,NaT,9999.0,1,2025-08-14
85,2025-02-26,Tier-3,Organic,F,27,2025-07-13,32.0,0,2025-08-14
86,2025-05-23,Tier-2,Organic,F,44,2025-08-03,11.0,0,2025-08-14
87,2024-12-29,Tier-2,Organic,M,34,2025-06-25,50.0,0,2025-08-14
88,2025-06-26,Tier-2,Organic,F,28,2025-08-12,2.0,0,2025-08-14
89,2025-04-05,Tier-2,Ads,M,18,NaT,9999.0,1,2025-08-14
90,2025-03-28,Tier-3,Organic,F,27,2025-07-06,39.0,0,2025-08-14
91,2024-11-10,Tier-2,Ads,M,40,2025-05-11,95.0,1,2025-08-14
92,2024-12-25,Tier-3,Ads,F,28,2025-07-21,24.0,0,2025-08-14
93,2024-08-21,Tier-1,Organic,F,33,2025-07-28,17.0,0,2025-08-14
94,2024-02-12,Tier-3,Organic,F,30,2025-07-25,20.0,0,2025-08-14
95,2024-08-15,Tier-1,Social,F,24,2025-04-09,127.0,1,2025-08-14
96,2024-11-28,Tier-2,Referral,F,38,2025-05-25,81.0,1,2025-08-14
97,2025-05-06,Tier-3,Ads,F,29,2025-08-01,13.0,0,2025-08-14
98,2024-07-24,Tier-2,Referral,M,23,2025-02-25,170.0,1,2025-08-14
99,2024-03-29,Tier-2,Organic,F,28,2024-10-08,310.0,1,2025-08-14
100,2024-04-08,Tier-2,Organic,F,37,2025-06-05,70.0,1,2025-08-14
101,2024-02-06,Tier-2,Organic,M,18,2025-02-02,193.0,1,2025-08-14
102,2025-01-08,Tier-1,Ads,M,29,2025-04-29,107.0,1,2025-08-14
103,2025-01-25,Tier-2,Ads,M,28,2025-05-14,92.0,1,2025-08-14
104,2025-03-09,Tier-1,Organic,M,18,2025-08-06,8.0,0,2025-08-14
105,2025-04-30,Tier-3,Organic,F,32,2025-07-27,18.0,0,2025-08-14
106,2025-01-26,Tier-3,Referral,M,29,2025-07-06,39.0,0,2025-08-14
107,2024-12-21,Tier-2,Ads,F,33,2025-06-23,52.0,0,2025-08-14
108,2024-02-24,Tier-3,Social,M,35,2025-04-20,116.0,1,2025-08-14
109,2025-08-08,Tier-1,Organic,F,27,2025-08-14,0.0,0,2025-08-14
110,2024-11-09,Tier-1,Ads,M,24,2025-07-27,18.0,0,2025-08-14
111,2024-04-13,Tier-3,Referral,M,18,2025-03-25,142.0,1,2025-08-14
112,2024-01-16,Tier-2,Referral,F,23,2025-04-09,127.0,1,2025-08-14
113,2025-02-12,Tier-1,Organic,F,28,2025-07-30,15.0,0,2025-08-14
114,2024-01-29,Tier-3,Organic,M,21,2025-01-07,219.0,1,2025-08-14
115,2024-12-21,Tier-3,Organic,F,31,2025-06-01,74.0,1,2025-08-14
116,2025-01-13,Tier-2,Ads,F,22,2025-01-30,196.0,1,2025-08-14
117,2025-07-17,Tier-2,Ads,M,18,2025-08-14,0.0,0,2025-08-14
118,2025-05-25,Tier-2,Ads,M,24,NaT,9999.0,1,2025-08-14
119,2024-12-12,Tier-2,Organic,F,29,2025-06-22,53.0,0,2025-08-14
120,2025-05-17,Tier-3,Organic,M,19,2025-08-02,12.0,0,2025-08-14
121,2024-01-25,Tier-3,Organic,F,22,2025-06-27,48.0,0,2025-08-14
122,2024-04-01,Tier-3,Referral,F,23,2025-05-14,92.0,1,2025-08-14
123,2024-11-24,Tier-3,Referral,F,24,2025-06-20,55.0,0,2025-08-14
124,2025-06-21,Tier-2,Organic,F,29,2025-08-06,8.0,0,2025-08-14
125,2024-12-07,Tier-2,Ads,F,32,2025-08-07,7.0,0,2025-08-14
126,2025-03-23,Tier-2,Organic,F,24,2025-07-07,38.0,0,2025-08-14
127,2025-01-30,Tier-2,Ads,F,21,NaT,9999.0,1,2025-08-14
128,2025-06-25,Tier-1,Organic,F,28,2025-08-12,2.0,0,2025-08-14
129,2025-06-09,Tier-2,Ads,F,31,2025-07-21,24.0,0,2025-08-14
130,2025-05-16,Tier-1,Ads,F,38,2025-05-16,90.0,1,2025-08-14
131,2025-02-10,Tier-3,Organic,F,35,2025-08-14,0.0,0,2025-08-14
132,2024-05-09,Tier-2,Organic,F,19,2025-06-08,67.0,1,2025-08-14
133,2024-05-10,Tier-3,Organic,M,27,2025-07-22,23.0,0,2025-08-14
134,2025-06-01,Tier-2,Organic,F,30,2025-06-23,52.0,0,2025-08-14
135,2024-05-28,Tier-3,Social,F,22,2024-12-14,243.0,1,2025-08-14
136,2024-10-02,Tier-1,Ads,M,25,2024-12-25,232.0,1,2025-08-14
137,2025-07-05,Tier-3,Ads,F,32,2025-08-11,3.0,0,2025-08-14
138,2024-07-14,Tier-1,Ads,M,29,2025-05-27,79.0,1,2025-08-14
139,2025-02-12,Tier-2,Ads,M,28,2025-02-22,173.0,1,2025-08-14
140,2024-03-11,Tier-1,Organic,M,23,2025-06-20,55.0,0,2025-08-14
141,2024-07-17,Tier-2,Organic,F,18,2025-05-28,78.0,1,2025-08-14
142,2025-06-28,Tier-3,Ads,M,25,2025-07-23,22.0,0,2025-08-14
143,2025-04-09,Tier-3,Ads,M,27,2025-07-02,43.0,0,2025-08-14
144,2024-03-30,Tier-1,Social,M,18,NaT,9999.0,1,2025-08-14
145,2025-07-21,Tier-2,Organic,F,28,2025-08-12,2.0,0,2025-08-14
146,2024-01-01,Tier-3,Organic,F,30,NaT,9999.0,1,2025-08-14
147,2024-06-15,Tier-2,Referral,F,23,2025-01-11,215.0,1,2025-08-14
148,2025-07-02,Tier-1,Ads,F,30,2025-07-07,38.0,0,2025-08-14
149,2025-08-13,Tier-2,Social,F,29,2025-08-14,0.0,0,2025-08-14
150,2024-08-29,Tier-2,Organic,F,26,2025-05-12,94.0,1,2025-08-14
151,2024-05-13,Tier-1,Organic,F,25,2025-06-01,74.0,1,2025-08-14
152,2024-09-08,Tier-2,Organic,M,25,2025-04-12,124.0,1,2025-08-14
153,2024-01-22,Tier-2,Organic,F,22,2025-05-21,85.0,1,2025-08-14
154,2024-03-12,Tier-1,Organic,F,30,2025-04-21,115.0,1,2025-08-14
155,2025-06-04,Tier-2,Organic,M,22,2025-07-17,28.0,0,2025-08-14
156,2025-07-23,Tier-3,Ads,F,22,2025-08-07,7.0,0,2025-08-14
157,2025-05-15,Tier-2,Referral,M,31,2025-08-06,8.0,0,2025-08-14
158,2024-11-03,Tier-1,Organic,F,26,2025-07-31,14.0,0,2025-08-14
159,2024-09-07,Tier-3,Organic,M,28,2025-04-17,119.0,1,2025-08-14
160,2024-07-22,Tier-1,Social,M,18,2025-06-18,57.0,0,2025-08-14
161,2024-01-08,Tier-3,Organic,M,24,2025-02-26,169.0,1,2025-08-14
162,2024-04-17,Tier-3,Ads,F,38,2025-04-27,109.0,1,2025-08-14
163,2025-06-06,Tier-3,Referral,M,18,2025-08-07,7.0,0,2025-08-14
164,2025-01-07,Tier-2,Organic,F,39,2025-08-14,0.0,0,2025-08-14
165,2025-01-20,Tier-2,Referral,F,29,2025-08-11,3.0,0,2025-08-14
166,2024-07-01,Tier-3,Ads,M,24,2024-12-15,242.0,1,2025-08-14
167,2024-11-04,Tier-1,Organic,F,26,2025-08-13,1.0,0,2025-08-14
168,2024-06-27,Tier-1,Referral,F,35,2024-10-13,305.0,1,2025-08-14
169,2024-08-14,Tier-2,Ads,M,18,2025-07-04,41.0,0,2025-08-14
170,2025-06-01,Tier-3,Ads,F,37,NaT,9999.0,1,2025-08-14
171,2024-01-12,Tier-2,Ads,M,29,2025-08-13,1.0,0,2025-08-14
172,2024-09-06,Tier-2,Organic,M,34,2025-04-10,126.0,1,2025-08-14
173,2025-02-21,Tier-2,Organic,F,18,2025-07-17,28.0,0,2025-08-14
174,2025-01-11,Tier-2,Organic,M,26,2025-08-01,13.0,0,2025-08-14
175,2024-07-16,Tier-1,Organic,F,18,2024-09-14,334.0,1,2025-08-14
176,2025-03-23,Tier-2,Organic,F,35,2025-08-01,13.0,0,2025-08-14
177,2024-02-06,Tier-2,Organic,F,21,2025-04-28,108.0,1,2025-08-14
178,2025-02-24,Tier-2,Organic,M,21,2025-08-13,1.0,0,2025-08-14
179,2024-01-08,Tier-3,Organic,M,18,2025-02-19,176.0,1,2025-08-14
180,2024-06-13,Tier-2,Ads,M,30,2025-02-07,188.0,1,2025-08-14
181,2024-04-29,Tier-3,Organic,F,28,2025-03-20,147.0,1,2025-08-14
182,2025-01-06,Tier-2,Ads,F,23,2025-02-10,185.0,1,2025-08-14
183,2024-08-20,Tier-2,Ads,F,29,2025-07-01,44.0,0,2025-08-14
184,2025-03-05,Tier-3,Referral,F,22,2025-07-28,17.0,0,2025-08-14
185,2024-10-13,Tier-3,Ads,F,18,2025-04-08,128.0,1,2025-08-14
186,2025-01-29,Tier-2,Social,M,25,2025-06-14,61.0,1,2025-08-14
187,2025-02-23,Tier-1,Ads,F,38,2025-06-26,49.0,0,2025-08-14
188,2025-03-27,Tier-2,Organic,F,34,2025-07-13,32.0,0,2025-08-14
189,2024-09-28,Tier-1,Organic,M,30,2025-08-06,8.0,0,2025-08-14
190,2024-10-12,Tier-2,Ads,F,29,NaT,9999.0,1,2025-08-14
191,2024-02-08,Tier-2,Ads,F,25,2025-08-03,11.0,0,2025-08-14
192,2025-07-09,Tier-3,Organic,M,32,2025-07-16,29.0,0,2025-08-14
193,2025-05-11,Tier-2,Ads,F,31,NaT,9999.0,1,2025-08-14
194,2025-05-02,Tier-1,Organic,M,27,2025-07-07,38.0,0,2025-08-14
195,2025-01-06,Tier-2,Social,F,29,2025-05-29,77.0,1,2025-08-14
196,2025-07-02,Tier-2,Organic,M,18,2025-08-11,3.0,0,2025-08-14
197,2025-02-13,Tier-3,Ads,F,24,2025-07-14,31.0,0,2025-08-14
198,2024-09-12,Tier-3,Social,F,20,NaT,9999.0,1,2025-08-14
199,2025-04-20,Tier-3,Referral,F,20,2025-07-27,18.0,0,2025-08-14
200,2024-07-29,Tier-3,Ads,F,31,NaT,9999.0,1,2025-08-14
201,2025-02-08,Tier-2,Referral,M,19,NaT,9999.0,1,2025-08-14
202,2025-06-14,Tier-3,Ads,F,32,2025-08-02,12.0,0,2025-08-14
203,2025-01-29,Tier-1,Organic,M,34,2025-05-31,75.0,1,2025-08-14
204,2025-08-03,Tier-1,Referral,M,27,2025-08-07,7.0,0,2025-08-14
205,2024-05-09,Tier-1,Organic,F,24,2025-06-09,66.0,1,2025-08-14
206,2024-01-25,Tier-1,Organic,M,34,2024-07-04,406.0,1,2025-08-14
207,2024-03-30,Tier-1,Organic,M,31,2025-02-03,192.0,1,2025-08-14
208,2024-09-29,Tier-3,Ads,M,35,2025-07-24,21.0,0,2025-08-14
209,2024-12-06,Tier-2,Organic,M,20,2025-07-29,16.0,0,2025-08-14
210,2024-07-30,Tier-3,Ads,F,26,NaT,9999.0,1,2025-08-14
211,2024-12-13,Tier-3,Organic,F,26,2025-06-20,55.0,0,2025-08-14
212,2025-08-10,Tier-3,Organic,F,29,2025-08-14,0.0,0,2025-08-14
213,2024-10-22,Tier-3,Social,M,32,NaT,9999.0,1,2025-08-14
214,2025-01-24,Tier-3,Organic,F,28,2025-08-04,10.0,0,2025-08-14
215,2024-03-28,Tier-2,Organic,M,36,2025-08-10,4.0,0,2025-08-14
216,2025-03-02,Tier-2,Organic,F,25,2025-08-05,9.0,0,2025-08-14
217,2024-06-18,Tier-3,Ads,M,21,NaT,9999.0,1,2025-08-14
218,2024-05-26,Tier-3,Referral,M,23,NaT,9999.0,1,2025-08-14
219,2024-08-27,Tier-3,Referral,M,22,2025-08-04,10.0,0,2025-08-14
220,2024-02-24,Tier-3,Organic,F,25,2025-03-30,137.0,1,2025-08-14
221,2025-06-03,Tier-2,Ads,F,26,2025-07-21,24.0,0,2025-08-14
222,2024-10-25,Tier-3,Ads,M,26,2025-07-05,40.0,0,2025-08-14
223,2025-07-15,Tier-3,Ads,M,29,2025-07-25,20.0,0,2025-08-14
224,2024-01-04,Tier-2,Ads,F,25,2025-04-08,128.0,1,2025-08-14
225,2024-12-29,Tier-2,Referral,M,34,2025-08-13,1.0,0,2025-08-14
226,2024-10-18,Tier-3,Organic,F,18,2025-06-24,51.0,0,2025-08-14
227,2025-01-23,Tier-2,Organic,M,18,2025-08-05,9.0,0,2025-08-14
228,2025-04-15,Tier-3,Ads,M,34,2025-07-30,15.0,0,2025-08-14
229,2025-06-14,Tier-1,Ads,M,33,NaT,9999.0,1,2025-08-14
230,2025-03-01,Tier-2,Organic,F,36,2025-03-31,136.0,1,2025-08-14
231,2025-02-02,Tier-2,Ads,F,32,2025-06-21,54.0,0,2025-08-14
232,2024-10-30,Tier-2,Organic,M,28,2025-06-26,49.0,0,2025-08-14
233,2024-04-13,Tier-1,Ads,M,26,2024-12-17,240.0,1,2025-08-14
234,2024-11-26,Tier-1,Organic,M,18,2025-05-25,81.0,1,2025-08-14
235,2024-12-29,Tier-3,Ads,F,28,2025-01-25,201.0,1,2025-08-14
236,2024-12-31,Tier-2,Organic,F,18,2025-04-04,132.0,1,2025-08-14
237,2024-03-22,Tier-2,Referral,F,44,2025-05-02,104.0,1,2025-08-14
238,2025-07-20,Tier-3,Referral,M,21,2025-08-11,3.0,0,2025-08-14
239,2024-03-25,Tier-2,Ads,F,27,2025-03-10,157.0,1,2025-08-14
240,2024-08-06,Tier-3,Organic,M,37,2025-06-18,57.0,0,2025-08-14
241,2025-01-02,Tier-2,Organic,F,25,2025-06-04,71.0,1,2025-08-14
242,2024-08-29,Tier-3,Organic,F,25,2025-03-27,140.0,1,2025-08-14
243,2024-06-10,Tier-2,Organic,M,18,2025-07-24,21.0,0,2025-08-14
244,2024-06-27,Tier-3,Organic,M,19,2025-06-11,64.0,1,2025-08-14
245,2024-04-01,Tier-2,Ads,F,31,2025-05-29,77.0,1,2025-08-14
246,2025-05-14,Tier-2,Social,F,38,NaT,9999.0,1,2025-08-14
247,2025-05-20,Tier-3,Organic,M,22,2025-07-30,15.0,0,2025-08-14
248,2024-06-17,Tier-3,Organic,F,29,2025-08-13,1.0,0,2025-08-14
249,2025-01-21,Tier-3,Referral,M,45,2025-05-14,92.0,1,2025-08-14
250,2024-11-16,Tier-2,Ads,F,31,2025-07-31,14.0,0,2025-08-14
251,2024-04-10,Tier-2,Organic,M,34,2025-07-18,27.0,0,2025-08-14
252,2024-10-22,Tier-2,Social,M,23,2025-05-09,97.0,1,2025-08-14
253,2024-07-11,Tier-2,Ads,F,38,2024-08-12,367.0,1,2025-08-14
254,2025-04-05,Tier-2,Ads,M,23,2025-07-14,31.0,0,2025-08-14
255,2024-10-12,Tier-3,Ads,F,22,2025-07-10,35.0,0,2025-08-14
256,2024-08-03,Tier-1,Organic,F,37,2025-07-28,17.0,0,2025-08-14
257,2025-03-31,Tier-1,Ads,F,23,2025-07-08,37.0,0,2025-08-14
258,2024-08-15,Tier-1,Organic,M,27,2025-05-22,84.0,1,2025-08-14
259,2024-12-26,Tier-3,Ads,F,38,2025-07-17,28.0,0,2025-08-14
260,2024-02-12,Tier-2,Organic,F,22,2025-03-24,143.0,1,2025-08-14
261,2024-06-29,Tier-2,Organic,F,26,2025-07-06,39.0,0,2025-08-14
262,2025-05-25,Tier-3,Organic,M,24,2025-08-09,5.0,0,2025-08-14
263,2025-04-06,Tier-2,Organic,M,25,2025-07-23,22.0,0,2025-08-14
264,2024-10-12,Tier-2,Organic,F,28,2025-07-19,26.0,0,2025-08-14
265,2024-10-23,Tier-1,Referral,F,36,2025-04-27,109.0,1,2025-08-14
266,2025-07-09,Tier-1,Organic,M,38,2025-07-30,15.0,0,2025-08-14
267,2024-02-06,Tier-1,Referral,F,29,2025-03-02,165.0,1,2025-08-14
268,2024-03-23,Tier-2,Referral,M,23,2024-11-17,270.0,1,2025-08-14
269,2024-09-13,Tier-2,Organic,F,32,2025-05-12,94.0,1,2025-08-14
270,2024-08-04,Tier-1,Organic,F,28,2025-06-30,45.0,0,2025-08-14
271,2025-06-05,Tier-1,Ads,F,28,2025-06-20,55.0,0,2025-08-14
272,2024-01-26,Tier-1,Ads,F,21,2025-05-23,83.0,1,2025-08-14
273,2024-09-07,Tier-2,Referral,M,18,2025-08-04,10.0,0,2025-08-14
274,2024-08-02,Tier-1,Ads,M,27,NaT,9999.0,1,2025-08-14
275,2024-11-15,Tier-1,Ads,F,21,2025-08-10,4.0,0,2025-08-14
276,2025-02-14,Tier-3,Referral,M,24,2025-05-05,101.0,1,2025-08-14
277,2025-04-03,Tier-2,Organic,F,37,NaT,9999.0,1,2025-08-14
278,2024-11-19,Tier-3,Ads,M,27,2025-08-12,2.0,0,2025-08-14
279,2025-06-13,Tier-3,Organic,F,35,2025-06-23,52.0,0,2025-08-14
280,2024-12-04,Tier-2,Organic,F,29,2025-06-08,67.0,1,2025-08-14
281,2024-08-15,Tier-3,Organic,M,31,2025-04-17,119.0,1,2025-08-14
282,2024-08-23,Tier-2,Ads,F,24,2025-07-08,37.0,0,2025-08-14
283,2024-12-31,Tier-2,Referral,M,35,2025-02-27,168.0,1,2025-08-14
284,2025-03-09,Tier-3,Organic,M,30,2025-08-04,10.0,0,2025-08-14
285,2025-03-24,Tier-1,Referral,M,26,2025-06-10,65.0,1,2025-08-14
286,2025-05-21,Tier-2,Organic,M,30,2025-07-31,14.0,0,2025-08-14
287,2024-10-02,Tier-1,Organic,F,23,2025-04-20,116.0,1,2025-08-14
288,2024-03-02,Tier-3,Social,M,26,2024-07-25,385.0,1,2025-08-14
289,2024-11-26,Tier-2,Organic,F,27,2025-08-02,12.0,0,2025-08-14
290,2024-07-05,Tier-3,Organic,M,24,2025-02-24,171.0,1,2025-08-14
291,2025-06-20,Tier-2,Organic,M,38,2025-07-24,21.0,0,2025-08-14
292,2025-05-19,Tier-2,Organic,M,25,2025-07-17,28.0,0,2025-08-14
293,2024-11-16,Tier-2,Organic,F,41,NaT,9999.0,1,2025-08-14
294,2024-07-11,Tier-2,Organic,F,28,2025-07-17,28.0,0,2025-08-14
295,2024-09-10,Tier-3,Ads,F,26,2024-12-10,247.0,1,2025-08-14
296,2025-08-01,Tier-2,Organic,M,24,2025-08-14,0.0,0,2025-08-14
297,2024-11-09,Tier-2,Ads,M,30,2025-06-26,49.0,0,2025-08-14
298,2025-07-05,Tier-1,Referral,M,33,2025-08-07,7.0,0,2025-08-14
299,2024-08-11,Tier-2,Organic,M,18,2025-07-01,44.0,0,2025-08-14
300,2025-03-06,Tier-2,Ads,M,28,NaT,9999.0,1,2025-08-14
301,2024-12-21,Tier-3,Organic,F,18,2025-07-02,43.0,0,2025-08-14
302,2025-03-02,Tier-3,Organic,F,34,2025-08-01,13.0,0,2025-08-14
303,2025-01-26,Tier-2,Referral,F,34,2025-08-05,9.0,0,2025-08-14
304,2024-08-09,Tier-1,Ads,M,28,2025-06-28,47.0,0,2025-08-14
305,2024-04-12,Tier-3,Organic,F,29,2025-03-05,162.0,1,2025-08-14
306,2024-11-13,Tier-1,Organic,F,18,2025-04-05,131.0,1,2025-08-14
307,2025-06-20,Tier-2,Organic,M,24,2025-07-08,37.0,0,2025-08-14
308,2024-08-06,Tier-1,Referral,M,24,2024-10-02,316.0,1,2025-08-14
309,2025-03-13,Tier-2,Referral,M,25,2025-07-21,24.0,0,2025-08-14
310,2024-06-17,Tier-2,Organic,F,33,2025-05-19,87.0,1,2025-08-14
311,2025-08-14,Tier-2,Organic,M,36,2025-08-14,0.0,0,2025-08-14
312,2024-03-12,Tier-3,Organic,F,31,2025-07-29,16.0,0,2025-08-14
313,2025-07-28,Tier-2,Referral,M,25,2025-08-02,12.0,0,2025-08-14
314,2025-03-31,Tier-2,Ads,F,23,2025-07-04,41.0,0,2025-08-14
315,2024-03-15,Tier-2,Organic,M,28,2025-08-06,8.0,0,2025-08-14
316,2024-09-19,Tier-1,Organic,M,29,2025-04-03,133.0,1,2025-08-14
317,2025-04-13,Tier-3,Organic,M,26,2025-07-22,23.0,0,2025-08-14
318,2025-06-01,Tier-3,Organic,M,23,2025-07-19,26.0,0,2025-08-14
319,2024-07-17,Tier-2,Ads,M,31,NaT,9999.0,1,2025-08-14
320,2024-12-03,Tier-2,Organic,F,32,2025-07-25,20.0,0,2025-08-14
321,2024-02-07,Tier-2,Referral,F,19,2025-01-30,196.0,1,2025-08-14
322,2024-11-14,Tier-3,Ads,M,25,2025-06-18,57.0,0,2025-08-14
323,2024-05-19,Tier-3,Organic,M,33,2025-06-06,69.0,1,2025-08-14
324,2024-09-04,Tier-2,Ads,M,34,2025-03-25,142.0,1,2025-08-14
325,2025-03-02,Tier-3,Organic,M,28,2025-05-30,76.0,1,2025-08-14
