order_id,customer_id,order_date,gmv,discount_pct,payment_method
49,16,2024-09-18,1799.56,0,COD
50,17,2025-06-12,1465.05,10,Prepaid
51,17,2025-07-30,343.93,20,COD
52,17,2025-08-07,919.37,5,Prepaid
53,17,2025-01-29,782.87,10,COD
54,18,2025-05-16,1579.46,5,COD
55,18,2024-08-26,731.35,0,COD
56,18,2025-01-28,2396.23,15,Prepaid
57,18,2024-05-18,1562.71,5,Prepaid
58,19,2025-05-13,1749.62,5,COD
59,19,2025-07-18,1401.41,5,Prepaid
60,19,2025-04-02,1209.08,10,Prepaid
61,20,2025-01-26,2560.34,15,Prepaid
62,20,2025-03-06,2320.97,0,COD
63,20,2024-06-25,968.2,5,COD
64,20,2024-11-02,1186.02,25,Prepaid
65,20,2024-10-13,261.54,15,COD
66,20,2024-11-05,3225.89,0,COD
67,20,2024-06-05,244.79,30,COD
68,20,2025-06-15,1386.45,5,Prepaid
69,21,2025-06-26,2591.84,0,COD
70,21,2025-05-11,2990.36,0,Prepaid
71,21,2025-06-11,211.5,5,COD
72,21,2025-04-19,252.39,15,COD
73,21,2025-04-01,603.38,15,COD
74,22,2025-07-15,564.82,25,Prepaid
75,22,2025-06-23,1942.71,5,COD
76,23,2025-07-25,1518.46,10,Prepaid
77,23,2025-06-21,1110.33,5,Prepaid
78,24,2025-07-14,1465.44,10,COD
79,24,2025-08-13,420.74,20,COD
80,24,2025-02-05,807.45,5,COD
81,24,2025-05-14,667.47,20,Prepaid
82,24,2025-08-07,873.39,5,COD
83,24,2025-07-31,1054.26,25,COD
84,25,2025-02-01,881.58,20,Prepaid
85,25,2025-02-25,1212.44,10,COD
86,25,2025-07-30,361.69,30,COD
87,25,2025-06-26,1164.06,15,Prepaid
88,27,2025-08-05,677.12,10,Prepaid
89,27,2025-08-09,813.88,0,Prepaid
90,28,2025-07-11,1105.0,10,Prepaid
91,29,2025-05-29,1620.66,15,COD
92,29,2025-05-14,2816.3,25,COD
93,29,2025-04-29,994.05,10,COD
94,29,2025-08-14,2475.34,5,Prepaid
95,30,2024-09-27,904.06,0,COD
96,30,2024-07-27,516.52,15,COD
97,30,2025-07-03,1696.24,20,COD
98,30,2024-09-02,751.9,15,COD
99,31,2025-05-09,784.92,5,COD
100,32,2025-08-11,1262.71,15,COD
101,32,2024-05-21,1196.55,5,Prepaid
102,32,2025-02-08,738.96,5,Prepaid
103,32,2025-06-30,972.63,15,COD
104,32,2024-03-12,1024.8,0,COD
105,33,2025-08-08,979.18,15,Prepaid
106,33,2025-03-22,1533.43,15,Prepaid
107,33,2025-05-01,613.88,5,COD
108,34,2024-09-01,1357.74,20,Prepaid
109,34,2024-11-07,844.54,25,Prepaid
110,36,2025-08-02,1117.31,20,COD
111,37,2025-03-24,1318.82,5,COD
112,37,2024-08-24,858.63,0,Prepaid
113,38,2024-08-09,3433.5,0,Prepaid
114,39,2025-06-16,1025.52,0,COD
115,39,2025-06-12,1961.74,10,COD
116,39,2025-07-26,1923.73,10,Prepaid
117,39,2025-06-29,2783.89,15,COD
118,40,2025-07-31,1072.71,5,Prepaid
119,40,2025-05-11,290.21,5,COD
120,40,2024-06-19,983.97,0,COD
121,40,2025-07-03,1675.68,20,Prepaid
122,40,2024-06-23,1836.1,10,Prepaid
123,40,2025-03-29,1831.51,5,Prepaid
124,41,2025-06-24,361.58,15,COD
125,41,2025-08-03,524.98,15,Prepaid
126,42,2025-06-07,680.9,25,COD
127,42,2025-05-13,664.96,10,COD
128,43,2025-04-16,1399.33,25,Prepaid
129,44,2025-06-20,1254.07,10,COD
130,44,2025-06-07,2547.2,5,COD
131,45,2024-12-11,992.32,5,COD
132,45,2024-10-27,314.18,10,Prepaid
133,45,2025-01-12,869.27,20,COD
134,46,2025-01-28,1607.2,5,Prepaid
135,46,2024-12-31,686.92,0,COD
136,46,2025-02-25,653.04,15,COD
137,47,2025-08-01,791.86,0,Prepaid
138,47,2025-07-28,977.37,0,Prepaid
139,47,2025-08-02,825.0,0,Prepaid
140,47,2025-08-02,159.37,20,COD
141,47,2025-08-07,2088.86,10,Prepaid
142,48,2025-02-08,641.93,15,Prepaid
143,49,2025-05-11,381.3,20,COD
144,49,2025-06-06,497.34,20,COD
145,49,2025-06-10,1272.43,15,COD
146,49,2025-06-21,1256.67,10,COD
147,49,2025-08-07,1478.5,0,COD
148,49,2025-06-24,1158.45,10,COD
149,50,2024-11-05,1428.85,15,Prepaid
150,50,2024-07-11,1723.24,25,COD
151,50,2025-04-07,1368.67,0,Prepaid
152,50,2024-12-22,696.5,10,COD
153,50,2025-05-22,1705.44,15,COD
154,50,2025-04-10,1757.9,20,COD
155,50,2024-05-26,3032.76,0,Prepaid
156,51,2025-07-07,1097.6,20,COD
157,52,2025-08-11,694.5,10,Prepaid
158,54,2024-12-02,2568.18,0,COD
159,55,2025-08-13,672.72,25,Prepaid
160,55,2025-08-10,1053.39,20,COD
161,57,2024-07-09,1405.75,25,COD
162,57,2024-12-25,404.36,15,Prepaid
163,58,2025-06-30,967.36,5,COD
164,58,2025-06-06,1135.08,30,COD
165,59,2025-07-06,1646.32,20,COD
166,59,2025-05-21,1496.02,20,Prepaid
167,59,2025-03-31,1034.88,15,COD
168,59,2025-08-03,954.42,20,COD
169,60,2024-09-26,1460.92,25,COD
170,61,2025-05-05,684.31,20,Prepaid
171,61,2025-02-19,630.47,20,COD
172,62,2025-08-12,1117.83,15,COD
173,62,2025-08-10,1084.98,30,COD
174,62,2025-08-11,1065.22,15,Prepaid
175,62,2025-08-11,1388.05,10,COD
176,62,2025-08-11,1923.58,0,Prepaid
177,63,2024-10-02,852.61,15,Prepaid
178,63,2025-03-18,1188.3,25,Prepaid
179,63,2024-08-23,1133.88,5,COD
180,63,2025-07-07,439.41,0,Prepaid
181,63,2024-11-11,1583.93,20,Prepaid
182,63,2025-02-21,2466.34,15,Prepaid
183,64,2024-11-14,1541.7,0,COD
184,64,2025-04-02,1263.91,20,COD
185,64,2025-04-26,1668.58,5,COD
186,64,2024-06-11,414.42,20,COD
187,64,2024-07-11,2222.3,0,COD
188,65,2024-07-13,827.14,0,Prepaid
189,65,2025-03-09,902.39,0,COD
190,66,2025-06-18,1402.58,0,Prepaid
191,66,2025-04-03,537.62,10,Prepaid
192,66,2025-05-06,678.2,5,COD
193,66,2025-03-18,777.85,30,Prepaid
194,66,2025-04-16,1365.3,15,Prepaid
195,66,2025-05-13,1785.16,10,Prepaid
196,68,2025-05-09,1269.23,5,Prepaid
197,68,2025-03-16,1165.37,0,COD
198,68,2025-03-13,2373.0,5,COD
199,69,2024-11-02,788.55,0,Prepaid
200,69,2024-12-10,1042.15,25,COD
201,70,2025-06-09,425.77,15,COD
202,70,2025-07-10,595.46,30,COD
203,70,2025-07-01,929.34,20,COD
204,71,2025-06-12,580.44,20,Prepaid
205,72,2025-08-14,1013.8,5,Prepaid
206,72,2025-08-14,1113.29,20,COD
207,73,2024-11-22,1269.58,25,Prepaid
208,73,2025-02-27,602.56,15,Prepaid
209,74,2025-07-10,1626.21,0,COD
210,74,2025-07-31,1431.47,0,Prepaid
211,74,2025-04-05,1218.28,10,COD
212,74,2025-04-07,2527.53,20,COD
213,75,2025-03-28,1460.5,15,COD
214,75,2025-06-01,976.0,15,Prepaid
215,75,2025-06-13,1151.3,5,Prepaid
216,76,2025-03-22,756.51,5,Prepaid
217,76,2025-01-12,970.19,20,COD
218,76,2025-04-27,1381.48,10,COD
219,76,2024-07-02,942.94,25,COD
220,77,2025-06-14,2070.35,0,COD
221,77,2025-01-01,921.61,5,Prepaid
222,78,2024-11-25,554.26,10,Prepaid
223,78,2025-07-11,555.47,0,Prepaid
224,79,2025-06-22,333.68,10,COD
225,79,2025-07-23,2018.63,5,COD
226,79,2025-04-21,233.74,30,COD
227,81,2025-07-23,1591.73,0,Prepaid
228,81,2025-07-13,1124.78,10,Prepaid
229,81,2025-08-08,711.3,15,Prepaid
230,83,2025-01-27,999.44,0,COD
231,83,2025-06-24,1358.14,20,Prepaid
232,85,2025-03-29,3058.74,20,Prepaid
233,85,2025-03-17,2032.52,10,Prepaid
234,85,2025-03-14,626.62,10,Prepaid
235,85,2025-03-25,1566.01,10,Prepaid
236,85,2025-07-13,898.25,10,COD
237,86,2025-06-02,700.94,20,Prepaid
238,86,2025-08-03,589.17,0,Prepaid
239,86,2025-06-01,1038.99,10,COD
240,86,2025-06-13,722.92,5,Prepaid
241,86,2025-07-14,518.05,5,COD
242,87,2025-01-26,1308.63,20,Prepaid
243,87,2025-04-05,658.92,15,COD
244,87,2025-06-25,1824.75,0,COD
245,87,2025-03-22,2547.17,10,COD
246,88,2025-07-08,575.68,10,Prepaid
247,88,2025-07-21,3682.69,15,COD
248,88,2025-08-12,1225.58,20,Prepaid
249,88,2025-07-18,564.33,25,COD
250,88,2025-08-03,2124.35,10,Prepaid
251,90,2025-07-06,1360.24,20,Prepaid
252,90,2025-06-19,844.52,20,COD
253,90,2025-05-28,1345.87,5,COD
254,90,2025-05-01,585.45,0,Prepaid
255,91,2024-11-12,757.19,0,COD
256,91,2024-12-20,1013.75,10,Prepaid
257,91,2025-05-11,357.65,15,Prepaid
258,91,2025-05-05,2158.78,0,Prepaid
259,91,2025-01-11,805.02,20,COD
260,92,2025-07-21,1554.64,5,COD
261,92,2025-01-29,1191.3,5,Prepaid
262,93,2025-06-16,1049.92,15,COD
263,93,2025-01-10,460.87,10,COD
264,93,2024-09-26,1050.96,20,COD
265,93,2025-07-28,550.96,30,COD
266,93,2025-07-08,974.73,15,Prepaid
267,93,2024-11-28,1128.31,10,Prepaid
268,93,2024-12-08,1268.4,20,COD
269,94,2025-07-01,1934.75,20,Prepaid
270,94,2024-12-09,1292.37,20,Prepaid
271,94,2025-07-25,1095.87,20,COD
272,94,2024-05-23,297.7,15,Prepaid
273,94,2024-07-05,969.63,15,COD
274,94,2024-09-30,1126.17,20,COD
275,95,2025-04-09,847.47,0,Prepaid
276,95,2025-02-07,944.47,0,Prepaid
277,96,2025-05-25,1498.22,15,COD
278,97,2025-08-01,1407.61,0,COD
279,97,2025-05-23,757.25,15,Prepaid
280,98,2025-02-25,1138.62,10,COD
281,99,2024-07-13,747.98,15,COD
282,99,2024-10-08,1200.08,0,COD
283,100,2024-09-10,465.08,0,COD
284,100,2025-06-05,1511.99,5,COD
285,100,2024-11-13,1061.38,25,Prepaid
286,101,2025-02-02,1715.12,25,COD
287,102,2025-04-29,861.68,5,Prepaid
288,102,2025-03-22,1285.22,10,COD
289,102,2025-01-14,263.8,20,COD
290,103,2025-05-06,343.79,10,COD
291,103,2025-04-19,1873.87,5,Prepaid
292,103,2025-05-14,1056.94,25,Prepaid
293,104,2025-06-24,1121.08,0,COD
294,104,2025-06-04,369.79,30,COD
295,104,2025-08-06,2493.09,0,Prepaid
296,104,2025-05-30,2521.96,5,COD
297,105,2025-05-24,1068.17,10,COD
298,105,2025-06-01,300.73,15,COD
299,105,2025-05-21,1289.65,25,Prepaid
300,105,2025-07-27,3128.71,5,COD
301,105,2025-05-26,814.03,20,COD
302,105,2025-06-30,736.84,25,COD
303,106,2025-07-06,1139.69,10,COD
304,107,2025-06-23,2501.08,0,Prepaid
305,107,2024-12-29,632.97,0,COD
306,108,2024-11-09,421.66,20,Prepaid
307,108,2025-04-20,1796.93,15,Prepaid
308,108,2024-07-22,772.22,10,COD
309,109,2025-08-11,1108.72,10,Prepaid
310,109,2025-08-14,576.52,5,COD
311,109,2025-08-10,983.24,0,COD
312,109,2025-08-12,905.51,15,Prepaid
313,109,2025-08-09,1178.62,15,COD
314,110,2025-01-10,2178.18,0,COD
315,110,2025-07-27,2636.89,0,COD
316,110,2025-07-22,1457.17,5,Prepaid
317,110,2025-01-12,711.84,0,Prepaid
318,110,2025-07-02,631.96,20,COD
319,111,2025-03-25,1622.28,15,COD
320,111,2024-11-08,2549.74,10,Prepaid
321,111,2025-03-13,1710.27,20,COD
322,112,2025-01-04,1142.36,0,COD
323,112,2025-04-09,1693.67,25,Prepaid
324,113,2025-03-01,1523.0,0,COD
325,113,2025-07-16,376.55,5,COD
326,113,2025-03-07,1210.24,30,COD
327,113,2025-07-30,692.43,5,COD
328,114,2024-06-25,2098.45,15,Prepaid
329,114,2024-10-31,788.39,20,COD
330,114,2024-12-08,646.83,25,Prepaid
331,114,2025-01-07,3736.77,0,Prepaid
332,114,2024-07-27,978.04,15,COD
333,115,2025-03-27,549.79,20,COD
334,115,2025-03-29,1773.34,10,COD
335,115,2025-03-31,611.99,25,COD
336,115,2025-06-01,1798.62,10,COD
337,115,2025-05-17,1941.72,0,COD
338,116,2025-01-30,1761.6,5,COD
339,117,2025-08-14,717.82,20,COD
340,119,2025-01-30,700.96,0,Prepaid
341,119,2025-06-22,374.32,10,COD
342,119,2025-06-14,1097.23,15,Prepaid
343,119,2025-03-29,660.54,20,COD
344,120,2025-08-02,207.18,20,COD
345,120,2025-05-24,385.37,5,Prepaid
346,120,2025-05-24,2797.83,0,COD
347,120,2025-07-05,1193.82,25,Prepaid
348,120,2025-07-12,324.0,25,Prepaid
349,121,2025-06-27,527.65,10,Prepaid
350,121,2025-05-30,1764.22,10,COD
351,121,2024-05-25,754.17,5,COD
352,122,2025-03-24,1280.48,0,COD
353,122,2025-05-14,627.82,0,Prepaid
354,122,2024-09-12,2442.08,5,COD
355,123,2025-02-10,816.89,15,COD
356,123,2025-06-20,643.63,10,COD
357,123,2025-06-07,1217.78,25,Prepaid
358,123,2025-02-06,1141.29,5,COD
359,124,2025-07-23,659.81,10,Prepaid
360,124,2025-07-10,1171.98,0,COD
361,124,2025-07-31,2176.3,0,COD
362,124,2025-08-06,1316.43,0,COD
363,124,2025-07-21,371.14,10,Prepaid
364,125,2025-08-07,376.96,0,COD
365,125,2025-02-07,3946.55,15,Prepaid
366,125,2024-12-26,1735.44,10,COD
367,125,2025-01-20,1215.73,10,COD
368,126,2025-07-07,1213.54,5,COD
369,126,2025-04-26,948.64,10,Prepaid
370,126,2025-03-25,1589.68,5,Prepaid
371,126,2025-06-14,754.26,20,Prepaid
372,128,2025-07-23,1927.52,5,COD
373,128,2025-08-12,1208.31,25,Prepaid
374,128,2025-08-10,1231.41,15,Prepaid
375,128,2025-07-12,490.97,25,COD
376,128,2025-07-07,1129.71,5,COD
377,128,2025-07-13,937.94,15,Prepaid
378,128,2025-07-18,1618.5,10,Prepaid
379,129,2025-07-21,989.3,20,COD
380,129,2025-06-29,798.01,5,Prepaid
381,130,2025-05-16,923.19,0,COD
382,131,2025-08-10,741.88,5,Prepaid
383,131,2025-08-14,1654.07,5,Prepaid
384,131,2025-02-19,1935.01,15,Prepaid
385,131,2025-02-24,1318.67,10,COD
386,131,2025-07-01,453.02,10,COD
387,132,2025-06-08,1675.05,20,Prepaid
388,132,2025-04-30,1373.85,5,Prepaid
389,133,2025-07-22,503.45,20,COD
390,133,2025-05-23,843.46,5,Prepaid
391,133,2024-06-29,3240.29,5,COD
392,133,2025-06-23,947.46,20,COD
393,133,2025-05-24,956.05,15,COD
394,133,2024-07-02,964.94,0,COD
395,133,2025-05-31,1061.88,20,Prepaid
396,134,2025-06-23,953.84,0,COD
397,134,2025-06-22,1081.42,0,COD
398,134,2025-06-12,892.36,10,COD
399,134,2025-06-11,1305.5,15,COD
400,135,2024-10-25,1723.26,0,Prepaid
401,135,2024-12-14,769.37,5,COD
402,136,2024-12-25,1191.63,5,COD
403,137,2025-07-13,1434.67,0,COD
404,137,2025-07-07,1377.79,10,Prepaid
405,137,2025-08-11,1470.35,20,Prepaid
406,138,2024-10-07,2716.78,0,COD
407,138,2025-05-27,769.25,15,COD
408,139,2025-02-22,819.94,25,Prepaid
409,140,2025-06-20,803.52,30,Prepaid
410,140,2024-08-13,711.42,20,COD
411,140,2025-02-05,863.61,15,COD
412,140,2024-08-05,858.29,10,Prepaid
413,140,2024-11-21,1191.17,20,COD
414,140,2024-12-28,1087.28,15,Prepaid
415,140,2025-04-23,736.59,5,Prepaid
416,141,2025-05-02,2080.14,20,COD
417,141,2025-05-28,684.28,5,Prepaid
418,141,2025-04-14,1335.94,5,Prepaid
419,141,2024-09-19,1375.22,15,COD
420,141,2024-11-03,848.82,20,COD
421,142,2025-07-23,885.05,0,COD
422,142,2025-07-23,1572.2,0,COD
423,142,2025-07-09,1292.71,15,Prepaid
424,142,2025-07-13,1635.89,0,Prepaid
425,143,2025-07-02,837.09,20,COD
426,145,2025-07-30,1095.4,20,COD
427,145,2025-08-06,1056.14,5,COD
428,145,2025-07-24,1285.0,0,COD
429,145,2025-07-24,1125.77,5,COD
430,145,2025-08-08,884.17,0,COD
431,145,2025-08-01,2294.41,5,COD
432,145,2025-08-12,690.74,20,COD
433,145,2025-07-27,1574.76,5,COD
434,145,2025-08-01,1037.06,5,Prepaid
435,147,2024-09-07,460.22,15,COD
436,147,2024-11-02,354.47,20,COD
437,147,2025-01-11,526.03,5,Prepaid
438,148,2025-07-07,383.44,5,Prepaid
439,149,2025-08-13,379.5,5,COD
440,149,2025-08-14,659.36,10,COD
441,149,2025-08-14,550.27,10,Prepaid
442,149,2025-08-14,265.47,20,COD
443,150,2025-05-12,843.83,20,Prepaid
444,150,2024-11-20,1551.86,25,COD
445,151,2024-12-19,772.55,20,Prepaid
446,151,2025-04-08,1409.61,20,COD
447,151,2025-03-12,949.26,20,COD
448,151,2025-01-30,811.18,10,COD
449,151,2025-03-08,909.99,10,Prepaid
450,151,2025-06-01,2438.96,5,COD
451,152,2025-04-12,849.31,20,Prepaid
452,152,2024-10-07,1554.1,20,Prepaid
453,152,2025-02-18,931.11,20,COD
454,153,2025-05-21,473.36,10,Prepaid
455,153,2024-09-18,1935.98,0,COD
456,153,2024-09-18,1874.01,20,Prepaid
457,153,2024-03-22,679.45,5,Prepaid
458,153,2024-11-03,2359.58,10,COD
459,153,2024-10-28,577.72,0,COD
460,153,2024-04-15,1813.72,15,Prepaid
461,154,2024-04-19,1696.7,15,COD
462,154,2025-04-21,2119.45,0,COD
463,154,2025-03-31,473.61,25,Prepaid
464,155,2025-07-17,688.08,15,Prepaid
465,155,2025-06-18,1092.35,25,COD
466,155,2025-06-23,502.16,10,Prepaid
467,155,2025-06-04,1015.29,0,Prepaid
468,155,2025-06-08,992.32,25,COD
469,156,2025-08-07,1085.82,0,COD
470,157,2025-06-15,2666.84,10,COD
471,157,2025-07-11,886.52,5,COD
472,157,2025-08-03,1127.86,5,COD
473,157,2025-07-27,867.85,0,Prepaid
474,157,2025-05-15,1684.32,20,COD
475,157,2025-08-06,2257.29,30,Prepaid
476,158,2025-06-06,871.37,5,COD
477,158,2024-12-30,1300.27,25,COD
478,158,2025-07-31,2486.12,0,COD
479,159,2025-03-26,2564.14,20,COD
480,159,2025-04-17,526.9,20,Prepaid
481,159,2025-01-03,216.36,15,Prepaid
482,159,2024-12-21,876.48,5,Prepaid
483,159,2025-01-04,801.45,10,COD
484,160,2025-03-31,1723.18,10,COD
485,160,2025-03-20,1049.57,20,COD
486,160,2025-06-18,1964.17,0,COD
487,161,2025-02-26,858.84,5,COD
488,161,2024-12-11,1118.71,25,COD
489,161,2024-05-24,1241.07,15,COD
490,161,2025-01-11,925.94,20,COD
491,162,2025-04-27,744.93,5,Prepaid
492,162,2025-03-26,2063.39,10,Prepaid
493,163,2025-07-10,2017.92,15,COD
494,163,2025-07-05,847.28,30,COD
495,163,2025-07-30,1244.57,5,COD
496,163,2025-08-07,2645.11,0,COD
497,163,2025-06-30,128.09,20,COD
498,163,2025-06-16,1736.69,0,Prepaid
499,164,2025-05-09,1659.43,15,COD
500,164,2025-07-24,908.11,10,Prepaid
501,164,2025-08-14,950.09,0,COD
502,164,2025-05-08,1847.5,15,COD
503,165,2025-08-11,1208.12,20,COD
504,165,2025-04-25,1291.34,0,Prepaid
505,165,2025-02-20,335.96,20,COD
506,165,2025-02-22,2910.65,0,COD
507,166,2024-12-15,1117.13,20,Prepaid
508,167,2025-08-13,705.97,10,COD
509,167,2025-02-09,1581.43,10,COD
510,167,2025-01-21,2031.58,20,COD
511,168,2024-10-13,1425.13,5,COD
512,169,2025-05-21,1145.99,0,COD
513,169,2025-07-04,768.57,10,Prepaid
514,169,2024-08-17,1434.34,5,Prepaid
515,171,2025-02-19,861.29,25,COD
516,171,2025-08-13,1850.42,5,COD
517,172,2025-04-10,456.2,10,Prepaid
518,172,2024-12-12,426.73,0,COD
519,173,2025-02-28,917.64,10,COD
520,173,2025-07-17,2258.95,20,COD
521,174,2025-08-01,380.62,30,Prepaid
522,175,2024-09-14,1754.52,0,Prepaid
523,176,2025-06-27,1114.27,15,COD
524,176,2025-06-05,884.22,5,COD
525,176,2025-04-09,673.18,10,Prepaid
526,176,2025-05-28,951.95,25,Prepaid
527,176,2025-03-28,570.71,0,COD
528,176,2025-04-08,426.38,10,Prepaid
529,176,2025-08-01,227.93,30,COD
530,176,2025-05-03,1558.58,10,COD
531,176,2025-06-05,2161.03,5,COD
532,177,2025-04-28,827.15,15,Prepaid
533,177,2025-03-29,416.77,10,Prepaid
534,177,2024-06-20,702.13,10,COD
535,177,2024-09-06,564.35,20,COD
536,177,2025-01-08,1451.78,20,COD
537,177,2024-12-29,662.66,10,COD
538,177,2025-03-27,1440.95,5,COD
539,178,2025-08-13,664.45,5,Prepaid
540,178,2025-04-20,1179.53,20,Prepaid
541,178,2025-07-13,749.89,30,COD
542,178,2025-05-02,1247.15,15,COD
543,178,2025-05-16,648.87,5,COD
544,178,2025-06-13,448.18,5,COD
545,178,2025-04-23,937.34,25,COD
546,179,2025-01-03,2054.03,20,COD
547,179,2025-02-19,425.38,10,Prepaid
548,180,2025-02-07,1179.31,0,Prepaid
549,180,2024-12-01,739.16,0,Prepaid
550,181,2024-12-13,348.69,5,COD
551,181,2025-03-20,1205.39,20,Prepaid
552,181,2024-11-17,1141.71,30,Prepaid
553,182,2025-02-10,2645.77,20,COD
554,183,2025-01-03,840.47,10,COD
555,183,2024-12-20,562.03,5,COD
556,183,2025-07-01,1924.61,0,COD
557,184,2025-07-28,1569.34,0,COD
558,184,2025-05-22,437.53,5,COD
559,184,2025-05-30,690.23,15,COD
560,185,2025-04-08,1125.22,20,Prepaid
561,186,2025-03-03,1316.79,5,COD
562,186,2025-06-14,1425.26,20,Prepaid
563,187,2025-04-12,1132.66,0,COD
564,187,2025-06-26,942.9,0,COD
565,188,2025-06-05,831.38,0,Prepaid
566,188,2025-06-07,841.2,25,COD
567,188,2025-04-30,1213.87,0,Prepaid
568,188,2025-07-13,991.86,20,Prepaid
569,189,2024-12-13,1419.61,5,COD
570,189,2025-03-23,550.0,25,Prepaid
571,189,2025-08-06,638.1,20,COD
572,189,2025-04-04,1410.55,5,Prepaid
573,191,2024-03-22,728.0,25,Prepaid
574,191,2024-05-29,983.12,25,Prepaid
575,191,2024-08-02,2206.54,15,Prepaid
576,191,2025-08-03,258.56,10,Prepaid
577,191,2024-12-01,2626.3,15,COD
578,192,2025-07-16,920.26,10,Prepaid
579,192,2025-07-16,577.9,5,COD
580,194,2025-05-16,1460.4,0,COD
581,194,2025-05-29,794.76,5,COD
582,194,2025-07-07,268.0,20,COD
583,194,2025-06-21,533.04,5,COD
584,195,2025-04-16,347.07,15,Prepaid
585,195,2025-05-29,2915.87,10,COD
586,196,2025-08-11,227.32,20,Prepaid
587,196,2025-08-01,560.16,10,Prepaid
588,196,2025-07-03,154.54,15,Prepaid
589,196,2025-07-21,1400.02,0,COD
590,196,2025-07-13,1876.44,20,COD
591,197,2025-06-14,953.91,5,COD
592,197,2025-07-14,949.43,10,Prepaid
593,199,2025-07-03,951.23,20,COD
594,199,2025-07-27,900.05,10,COD
595,202,2025-08-02,1663.77,10,Prepaid
596,202,2025-07-13,809.96,10,COD
597,203,2025-04-16,1321.55,5,Prepaid
598,203,2025-04-15,1027.06,20,Prepaid
599,203,2025-05-21,1110.67,0,Prepaid
600,203,2025-05-31,313.37,0,COD
601,204,2025-08-05,521.9,0,COD
602,204,2025-08-06,1351.3,0,COD
603,204,2025-08-07,1510.23,30,Prepaid
604,205,2025-05-29,431.22,20,COD
605,205,2025-06-09,1184.89,20,Prepaid
606,205,2025-05-04,1400.38,0,COD
607,205,2025-03-21,968.28,20,COD
608,205,2025-04-23,1527.13,0,COD
609,206,2024-03-26,927.04,10,COD
610,206,2024-03-31,1435.98,30,COD
611,206,2024-07-04,927.02,5,COD
612,207,2025-02-03,918.95,30,COD
613,208,2025-07-15,1178.88,30,Prepaid
614,208,2025-07-19,1673.88,20,Prepaid
615,208,2024-11-27,1612.78,15,Prepaid
616,208,2025-07-24,2763.28,10,COD
617,209,2025-04-21,1384.41,0,COD
618,209,2025-02-04,1514.5,15,Prepaid
619,209,2025-06-13,864.19,15,Prepaid
620,209,2025-07-29,1927.79,0,COD
621,209,2025-04-23,1176.18,15,COD
622,211,2025-05-22,489.65,5,COD
623,211,2025-06-20,1682.81,0,Prepaid
624,211,2025-01-07,3525.39,5,Prepaid
625,212,2025-08-10,721.52,10,COD
626,212,2025-08-11,983.56,0,Prepaid
627,212,2025-08-14,390.21,15,COD
628,214,2025-03-24,1119.61,20,COD
629,214,2025-07-09,518.02,25,Prepaid
630,214,2025-02-14,1130.29,10,Prepaid
631,214,2025-07-31,2697.1,10,COD
632,214,2025-04-19,3009.8,0,Prepaid
633,214,2025-05-04,1532.66,0,COD
634,214,2025-03-25,1492.58,5,Prepaid
635,214,2025-07-23,682.14,5,Prepaid
636,214,2025-06-01,790.82,0,Prepaid
637,214,2025-08-04,1440.76,10,COD
638,215,2025-08-10,1599.92,15,COD
639,215,2024-10-03,1496.96,20,Prepaid
640,215,2024-11-20,611.42,0,COD
